Keyword,Score,Boosted_Score
rough,2,2
labour,2,2
microloans similar,2,2
facilitate fair,2,2
category bestw,2,2
visitors website,2,2
offline channels,2,2
transfers wide,2,2
microfinance hnb,2,2
key features hours,2,2
best finance companies,2,2
place like hnb,2,2
branch opposite,2,2
new market pattern,2,2
finance flexible,2,2
inheritance generations,2,2
chief recovery,2,2
privacy,2,2
longterm strategic,2,2
possible rates,2,2
entrepreneurs greater,2,2
hand,2,2
convenient way,2,2
bronze award nonbank,2,2
quite significant,2,2
payments asanka sanjeewa,2,2
central bank,2,2
sri lanka time,2,2
science financial,2,2
sri lanka international,2,2
magazine,2,2
hod technology,2,2
responsible,2,2
compensation scheme necessary,2,2
systems,2,2
myopic focus,2,2
forward unique,2,2
interpersonal communication,2,2
needy illiterate children,2,2
galenbidunuwewa,2,2
colombo stock,2,2
sri lankans hnb,2,2
personal data certain,2,2
meeting,2,2
road signboards,2,2
best experiencing,2,2
friends family,2,2
personal visits,2,2
cm,2,2
certificate awards ceremony,2,2
managers,2,2
shareholders,2,2
new location,2,2
able mfi,2,2
savings scheme commemorate,2,2
ushan,2,2
fruits labour,2,2
order enjoyable,2,2
experience exposure,2,2
facilities great flexibility,2,2
loans prior,2,2
plc rajive,2,2
new year natural,2,2
skill hrm,2,2
aer,2,2
cro risk,2,2
finance plc compliance,2,2
gold silver awards,2,2
peoples,2,2
bronze tags,2,2
fca project management,2,2
enterprises,2,2
request business,2,2
years suranga,2,2
multiple victories prestigious,2,2
kasthuriarachchi nilanthi kalugamage,2,2
chandranath gunasekara assistant,2,2
shifts new,2,2
insurance,2,2
journey,2,2
engineering,2,2
lalith,2,2
board directors nonindependent,2,2
excellence,2,2
programme earn points,2,2
directors nonindependent,2,2
manager deputy,2,2
financial reporting,2,2
workplace silver,2,2
measure,2,2
scratch purchasing,2,2
day land,2,2
chaminda prabhath talks,2,2
giveaway,2,2
management hnb,2,2
industry associations shall,2,2
instalment time,2,2
regular,2,2
extension,2,2
auto,2,2
new office,2,2
management bimal years,2,2
courageous couple,2,2
livelihood suji,2,2
mawatha,2,2
critical,2,2
area types,2,2
homegrown,2,2
banking finance website,2,2
microsite best digital,2,2
reason,2,2
usa,2,2
steps,2,2
postal address,2,2
category th annual,2,2
entrepreneurs country,2,2
website financial,2,2
relations,2,2
reputation industry excellence,2,2
sri lanka ins,2,2
nasco award,2,2
simple language,2,2
aspect business,2,2
digital program methbara,2,2
kathandara exclusive prizes,2,2
background bsc,2,2
division,2,2
thushari piyopol,2,2
news,2,2
proudest,2,2
fy,2,2
results fiscal year,2,2
awards csr,2,2
driver passenger,2,2
applicable disclosure requirement,2,2
success new,2,2
sri lanka years,2,2
steer,2,2
organization directly certain,2,2
loan products possible,2,2
mohomed naleem,2,2
anuradhap,2,2
lankan,2,2
likeminded individuals,2,2
college,2,2
currently company,2,2
branch oddusudan,2,2
diploma,2,2
junction mullaitivu road,2,2
operations crib compliance,2,2
plc proud host,2,2
media competition,2,2
department,2,2
beacons respective,2,2
companies winner,2,2
sse,2,2
capital sme,2,2
end month,2,2
tafe western,2,2
finance lies,2,2
wadinagala,2,2
finance empowers rural,2,2
technology systems,2,2
finance usaid,2,2
reports annual,2,2
loan scheme set,2,2
environment landscape water,2,2
appointment dilshan,2,2
kegallecolombo,2,2
country miyulasi women,2,2
training research,2,2
critical people,2,2
knowledge board directors,2,2
shall duly,2,2
finance centre,2,2
able loan,2,2
performance half fy,2,2
company secretary,2,2
competency,2,2
debt management,2,2
finance winner,2,2
kathandara,2,2
exclusive,2,2
accessories able,2,2
business ceramic,2,2
fax email,2,2
sri lanka phone,2,2
fresh,2,2
oaths,2,2
certificates,2,2
notch awards belt,2,2
pathirage decades,2,2
line deep,2,2
zambia,2,2
team years addition,2,2
plc past currently,2,2
matale,2,2
education training hbs,2,2
note company,2,2
right change,2,2
mallavi,2,2
friends family sri,2,2
horana road,2,2
road mallavi open,2,2
dominant year awards,2,2
circuit silver,2,2
negotiation,2,2
title best csr,2,2
ccpa,2,2
fd,2,2
work benefits variety,2,2
committee hnb,2,2
contact touch,2,2
branch puttalam,2,2
type information,2,2
officer fax,2,2
head credit,2,2
pages website visitor,2,2
kanakapuran road uthayanagereast,2,2
finance industry sri,2,2
lanka overseas,2,2
engine growth,2,2
shall customers,2,2
illiterate children,2,2
deputy chief executive,2,2
centric,2,2
able easily,2,2
products services responsibly,2,2
easily money,2,2
daily bal,2,2
industry benchmarks,2,2
padaviya branch sri,2,2
recently ape,2,2
kegalle kilinochchi kurunegala,2,2
gold loan facility,2,2
facilities urgently,2,2
small amounts cash,2,2
customers emergency,2,2
quick easy,2,2
dormant accounts,2,2
deepen capability,2,2
mba specialized finance,2,2
vulnerable groups,2,2
consecutive annual,2,2
general meeting,2,2
indunil,2,2
scheme hnb,2,2
card prev eligibility,2,2
key features hnbf,2,2
officer doorstep,2,2
micro sme,2,2
digital transformations process,2,2
purification,2,2
nochchiyagama,2,2
performance look,2,2
new premises,2,2
privilege card,2,2
metal excellent,2,2
sentimentality people,2,2
exact purpose conditions,2,2
inclusivity hnb,2,2
simple easy,2,2
business hours holiday,2,2
consignment road signboards,2,2
generate,2,2
traditional avurudu games,2,2
diploma management development,2,2
northern region,2,2
service yalu children,2,2
atm card,2,2
firm reputation excellence,2,2
internet protocol ip,2,2
chairman message,2,2
rate gift,2,2
minds whilst,2,2
plan newly,2,2
rates help,2,2
stronger,2,2
nonexecutive director effective,2,2
ella,2,2
hand road,2,2
nonexecutive director board,2,2
key contact,2,2
today baalaiya,2,2
miyulasi yalu,2,2
economic development,2,2
strength confidence,2,2
hnb branches,2,2
recent banks statements,2,2
christmas season safely,2,2
residence business,2,2
effective,2,2
amaratunga,2,2
day stringent health,2,2
social development,2,2
nation bank,2,2
genuine difficulties customers,2,2
increase awareness,2,2
dinuma digital quiz,2,2
forefront,2,2
product statement shall,2,2
shall properly,2,2
art machinery highly,2,2
fairness incentive,2,2
lanka institute information,2,2
branch manager regional,2,2
weekdays,2,2
commenced career,2,2
anuradhapura district,2,2
financial literacy right,2,2
lack,2,2
debt genuine,2,2
directly customers credit,2,2
commercial credit,2,2
employee training employees,2,2
finance danumen,2,2
returns easy open,2,2
post,2,2
new heights years,2,2
hnb group,2,2
uk investment,2,2
highinterest rates,2,2
executive diploma,2,2
prabhath talks,2,2
various positions,2,2
lending,2,2
secures multiple,2,2
auto miraj collaborate,2,2
nilanthi kalugamage,2,2
busier days flyover,2,2
junction,2,2
banks,2,2
new product service,2,2
colombo south teaching,2,2
individuals facility,2,2
citizen,2,2
sustainability implementation waste,2,2
company board directors,2,2
drive,2,2
vega,2,2
work tirelessly,2,2
multiple wins asian,2,2
hrm bachelor,2,2
strength strength,2,2
poya day sadaham,2,2
home thinking,2,2
unique spin,2,2
jaela area,2,2
primary school kalpitiya,2,2
package account,2,2
performance dedication,2,2
reason little,2,2
life,2,2
open general,2,2
categories specific pieces,2,2
bachelor degree science,2,2
virtual event th,2,2
hatton national,2,2
hotel build house,2,2
walapane,2,2
unique upcountry,2,2
jayewardenepura initial,2,2
employees sri lanka,2,2
savings effectively,2,2
industry diverse,2,2
charika programme,2,2
earth,2,2
mul,2,2
customers best possible,2,2
circuit,2,2
silver award,2,2
cater,2,2
national business,2,2
finance awards,2,2
day benefits,2,2
waste,2,2
account officer hnb,2,2
committee wealth,2,2
shop evening,2,2
member insurance,2,2
recession,2,2
initiative hnb,2,2
completion cse,2,2
avenues,2,2
entrepreneur list,2,2
data processing year,2,2
local foreign,2,2
professional development doubt,2,2
secure,2,2
real estate,2,2
factor best,2,2
year vast,2,2
resolution mechanism course,2,2
case study social,2,2
additionally term ceo,2,2
plc acquires,2,2
digital program,2,2
methbara,2,2
verbally,2,2
moneygram seamless,2,2
brahmanage,2,2
service sector,2,2
audit,2,2
ibsl fs diploma,2,2
nic number,2,2
nilwala,2,2
suit diriya,2,2
guarantor,2,2
inclusivity,2,2
awards abf,2,2
knowledge strategic digital,2,2
services shall,2,2
vega digital,2,2
victorious,2,2
relevance empathy,2,2
experience decades,2,2
shall lfc,2,2
enters,2,2
withana independent nonexecutive,2,2
business acumen passion,2,2
work benefits,2,2
requirement change,2,2
th acef,2,2
development prime,2,2
habits strong,2,2
kanchana,2,2
credit manager,2,2
frequency instalment daily,2,2
features,2,2
reinforces,2,2
best achiever status,2,2
corner,2,2
sme noteworthy,2,2
network hnb,2,2
branch network hours,2,2
natural disasters unforeseen,2,2
property prev,2,2
time frame,2,2
manchester metropolitan,2,2
free,2,2
finance standard,2,2
alert competition,2,2
easiest versatile,2,2
key features interestfree,2,2
human talent development,2,2
james couple,2,2
illiterate children education,2,2
investments future,2,2
mercantile,2,2
reality,2,2
immensely,2,2
rapidly,2,2
treatment,2,2
online,2,2
atm card prev,2,2
niwahana,2,2
colombo kandy road,2,2
india executive,2,2
like progress,2,2
ngo water solutions,2,2
ravi,2,2
relationship branch network,2,2
wide branch,2,2
gold loan frequently,2,2
various sections,2,2
investments finance plc,2,2
cost obtaining,2,2
businesses world,2,2
new board member,2,2
day theme,2,2
carson ceylon,2,2
hyderabad india tripod,2,2
digital quiz,2,2
sophisticated modern,2,2
porcelain plc,2,2
equitably fairly stages,2,2
distinction,2,2
softlogic life insurance,2,2
new location hnb,2,2
certificate human,2,2
energistically sticky,2,2
deliverables,2,2
basics key,2,2
fuels company,2,2
tisseraindependent,2,2
hons,2,2
road small,2,2
downtrodden family matale,2,2
facilities motorbike,2,2
nation value highly,2,2
list privacy,2,2
counts years,2,2
dgm technology cio,2,2
loan scheme hnb,2,2
information cookie management,2,2
company balance,2,2
synergy,2,2
big vega digital,2,2
turnkey,2,2
private limited,2,2
deliverables crossunit synergy,2,2
small wellmaintained grocery,2,2
growth smooth,2,2
elpitiya road,2,2
asia,2,2
finance handson,2,2
tony,2,2
basic information regard,2,2
finance micro finance,2,2
launches,2,2
enjoy benefit,2,2
certificate,2,2
kurunegala branch,2,2
new business sheer,2,2
campaign host,2,2
hayleys,2,2
responsible sustainable way,2,2
overseas alternate,2,2
corporate,2,2
finance valuable,2,2
dinuma,2,2
cdasl year,2,2
fds safest easiest,2,2
types hnb,2,2
condominium developers,2,2
ceremony managers,2,2
shifts new location,2,2
location better facilities,2,2
germany,2,2
partner years able,2,2
stakeholder community stakeholders,2,2
emancipation oft,2,2
finance winners,2,2
convenient cash deposits,2,2
cse,2,2
hybrid virtual,2,2
especially directly,2,2
seven,2,2
abeywickrama cm,2,2
days months months,2,2
hod deposits,2,2
shall offer,2,2
notifications security redeem,2,2
borella branch,2,2
strategy chief,2,2
branch highlevel,2,2
end use,2,2
eliya,2,2
people cross,2,2
position employer,2,2
australia pty president,2,2
address,2,2
experience spans industries,2,2
kandy open weekdays,2,2
world hnb,2,2
lfc resolution,2,2
giz sme sector,2,2
spans,2,2
katugastota,2,2
nonindependent non executive,2,2
business place lfc,2,2
awareness com,2,2
framework fcpf,2,2
circumstances officer,2,2
day short,2,2
vehicle talk fulf,2,2
improvement extension,2,2
appropriately,2,2
unit mathugama branch,2,2
plans,2,2
german,2,2
financial category th,2,2
time transfer,2,2
headstart,2,2
bank plc strong,2,2
importance,2,2
srinivas,2,2
murali srinivas,2,2
safest possible,2,2
leasing loan,2,2
cooperation giz,2,2
avenues help,2,2
nuwara,2,2
mw,2,2
non,2,2
loan services kalutara,2,2
mathugama branch,2,2
blog,2,2
realistic shall,2,2
savings application,2,2
need decision,2,2
form branches,2,2
impact seek,2,2
leads,2,2
various ways,2,2
diriya members,2,2
grace period months,2,2
monetary board,2,2
license,2,2
belt holder clssbb,2,2
symbolically,2,2
mba cardiff,2,2
plant,2,2
rural,2,2
deputy general manager,2,2
metro puttalam road,2,2
office nawala road,2,2
places bronze award,2,2
road kurunegala,2,2
puttalam,2,2
company head,2,2
reasonably short,2,2
innovations,2,2
fds safest,2,2
skills assets,2,2
address head office,2,2
triforces,2,2
prabhath,2,2
relief,2,2
hospitals,2,2
right reasons,2,2
facility minimum time,2,2
awards belt,2,2
country boost,2,2
company suitably,2,2
technology,2,2
board acuity,2,2
conditions event,2,2
joy,2,2
emergency medical,2,2
finance expert frankfurt,2,2
work use advantage,2,2
sri lanka winner,2,2
loans key fact,2,2
period time inform,2,2
aids customers,2,2
livelihoods communities,2,2
grace,2,2
future hnb,2,2
charika,2,2
addition savings gold,2,2
provider,2,2
child yalu,2,2
statements years,2,2
seven years prev,2,2
new house construction,2,2
priorities privacy visitors,2,2
billion profit fiscal,2,2
systems services,2,2
anthony sri,2,2
shop mahawatta area,2,2
vehicles oneday,2,2
capacity analysis,2,2
circles area,2,2
popular dig,2,2
gold acef asian,2,2
incorporation,2,2
duty arrange,2,2
korea fulfill,2,2
leader years,2,2
stability trustworthiness rates,2,2
inquiries aware company,2,2
functions,2,2
hnb assurance hnb,2,2
seneviratne,2,2
head branch operations,2,2
management corporate,2,2
circles,2,2
anybody,2,2
conditions chargers,2,2
subject changes,2,2
munasinghe head,2,2
head technology systems,2,2
residents sri lanka,2,2
branch bandaranayake,2,2
legal guardian,2,2
ambalangoda,2,2
nawalapitiya,2,2
promotions minimum,2,2
business landscape founder,2,2
environment landscape,2,2
hrm,2,2
previously capacities,2,2
dissanayake decades,2,2
financial officer chief,2,2
aware concerned risk,2,2
consecutive annual general,2,2
local citizens,2,2
lanka cricket umpires,2,2
difficult outright,2,2
dormant,2,2
prices sri lankan,2,2
eligibility customers years,2,2
employees agents,2,2
hasslefree group,2,2
best interests,2,2
organic footprint,2,2
children festive wedding,2,2
kalmunai branch periyaneel,2,2
periodically senior,2,2
financial officer,2,2
aquinas higher,2,2
currently mba,2,2
nature,2,2
cm hod micro,2,2
complete information,2,2
rates penalties charges,2,2
officer resolve,2,2
staf,2,2
hotel adjoining grocery,2,2
molagoda,2,2
investments policy,2,2
policy whistleblowing,2,2
consolidated position,2,2
peninsula village,2,2
services regions island,2,2
voice husband,2,2
digitalization,2,2
champions,2,2
database,2,2
exclusive hnb,2,2
motorbike sophisticated,2,2
resources procedures place,2,2
clearly customer,2,2
followings,2,2
emergency medical expensive,2,2
items purchase,2,2
consult respective,2,2
nominations reelection,2,2
reverse factoring enables,2,2
myanmar,2,2
specialist years,2,2
sri lanka myanmar,2,2
gunasekara,2,2
general manager finance,2,2
frame key features,2,2
sector decades prominent,2,2
saver,2,2
method month months,2,2
group chairman prime,2,2
chairman messages,2,2
information children age,2,2
sydney australia additionally,2,2
place best,2,2
colombo,2,2
facilities ideal,2,2
managerial senior managerial,2,2
work mean,2,2
lolc group central,2,2
instil habit,2,2
finance expansion,2,2
children attractive,2,2
foundation business,2,2
motorbike,2,2
strong turnaround fy,2,2
finance introduces,2,2
public buy,2,2
customers buy,2,2
buy gold,2,2
efforts promptly,2,2
keen focus entrepreneurs,2,2
signature model docusign,2,2
branch network quick,2,2
expert frankfurt,2,2
business financial,2,2
credit finance,2,2
winners hariyata,2,2
senior position baker,2,2
energy fund,2,2
eligibility,2,2
positions branch,2,2
performance interim,2,2
relevant acts,2,2
prabhath new,2,2
implementation,2,2
reference date,2,2
national bank,2,2
hod business,2,2
fuels,2,2
telecom,2,2
trincomalee,2,2
branch latest,2,2
kandy kegalle kilinochchi,2,2
financial backing hope,2,2
fine reputation area,2,2
kandy fine,2,2
plan innovative,2,2
pvt lanka venture,2,2
developments healthy,2,2
instrument enables,2,2
status institute financial,2,2
brave,2,2
hand road familiar,2,2
financial situations traditional,2,2
especially,2,2
citizens development,2,2
able bear risk,2,2
supreme,2,2
assistance purchase construct,2,2
addition role hnb,2,2
incharge citizens,2,2
wisthare special,2,2
branch kandy,2,2
ceo chaminda prabhath,2,2
new gold plan,2,2
holidays recovery,2,2
directions,2,2
engagement years experience,2,2
currently marketing,2,2
chain,2,2
partner strength business,2,2
udara,2,2
account customer,2,2
shehan implement,2,2
better future,2,2
months year attractive,2,2
stone investment,2,2
products customer base,2,2
loans higher education,2,2
stability postal,2,2
mohoththuwarama pri,2,2
assets rural,2,2
agm finance,2,2
maximum working days,2,2
finance donates,2,2
finance measure,2,2
ambition best,2,2
scheme focused providing,2,2
microfinance national diploma,2,2
deep commitment,2,2
rate tenure,2,2
smooth execution,2,2
transformation,2,2
plc senior,2,2
complexity product,2,2
career citizens development,2,2
vehicle talk fulfil,2,2
service sector cnci,2,2
weekends,2,2
innovation productivity,2,2
mareket main,2,2
inclusive,2,2
cardiff university,2,2
atm,2,2
work environment employees,2,2
activities kilinochchi central,2,2
scale internationally,2,2
sizes stages,2,2
shorter,2,2
vehicles lowest monthly,2,2
people rural,2,2
world conference,2,2
sri jayewardenepura,2,2
socially responsible,2,2
instalments advantage,2,2
long years age,2,2
lifestyle,2,2
qualification,2,2
hundreds families,2,2
unit rapidly,2,2
company ahead,2,2
retail corporate,2,2
stability consistency,2,2
senior independent,2,2
sadaham,2,2
green,2,2
manager hod,2,2
finance privilege,2,2
staff fully,2,2
mullaitivu,2,2
goals hnb,2,2
depend micro loans,2,2
shall nature,2,2
reputation industry,2,2
work certification,2,2
finance career,2,2
india country,2,2
united kingdom,2,2
business management,2,2
payback facilities,2,2
finance place,2,2
samudika narrow,2,2
ceramic accessories able,2,2
loss year,2,2
campaign,2,2
skills relationship,2,2
deposits savings,2,2
finance plc proudest,2,2
achievements,2,2
nochchiyagama anuradhapura,2,2
cookies cookies,2,2
